"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_author","comment_status","sku","downloadable","virtual","stock","regular_price","sale_price","weight","length","width","height","tax_class","visibility","stock_status","backorders","manage_stock","tax_status","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","sold_individually","low_stock_amount","purchase_note","images","downloadable_files","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","tax:product_color","attribute:Gift Card Amount","attribute_data:Gift Card Amount","attribute_default:Gift Card Amount","attribute:pa_colors","attribute_data:pa_colors","attribute_default:pa_colors","attribute:pa_ewd_uwcf_colors","attribute_data:pa_ewd_uwcf_colors","attribute_default:pa_ewd_uwcf_colors","attribute:pa_ewd_uwcf_sizes","attribute_data:pa_ewd_uwcf_sizes","attribute_default:pa_ewd_uwcf_sizes","attribute:pa_semi-precious-stones","attribute_data:pa_semi-precious-stones","attribute_default:pa_semi-precious-stones"
"LAVISH-100","lavish-100","1534","<ul>
 	<li><strong>Semi-precious Stones:</strong> Turquoise, Hematite, Rain Flower, Goldstone, Dalmatian Jasper, Lapis Lazouli</li>
 	<li><strong>Other materials:</strong> Glass, Wood</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 23cm</li>
</ul>","","publish","0","2020-02-03 21:43:40","1","closed","","no","no","1","180","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-100a.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-100d.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-100c.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-100b.jpg","","simple","featured","Lavish by Precious Joy","","","Brown|Dalmatian|Dark Blue|Orange|Turquoise|Ultramarine","","","","","","","Brown|Dalmatian|Dark Blue|Orange|Turquoise|Ultramarine","2||","","","2||","","Goldstone|Hematite|Jasper|Lapis lazouli|Rain flower|Turquoise","2|0|0",""
"GLEE-104","glee-102","1543","<ul>
 	<li><strong>Semi-precious Stones:</strong> Goldstone, Hematite</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Gunmetal Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 23cm</li>
</ul>","","publish","0","2020-02-03 21:50:00","1","closed","","no","no","1","50","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GLEE-104b.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-104c.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-104a.jpg","","simple","","Collections > Glee|All Products|All Products > Necklaces","","","Dark Blue","","","","","","","Dark Blue","1||","","","1||","","","",""
"GLEE-103","glee-101","1547","<ul>
 	<li><strong>Semi-precious Stones:</strong> Goldstone, Hematite</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Gunmetal Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 20cm</li>
</ul>","","publish","0","2020-02-03 22:07:04","1","closed","","no","no","1","65","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GLEE-103a.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-103c.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-103b.jpg","","simple","","Collections > Glee|All Products|All Products > Necklaces","","","Dark Blue","","","","","","","Dark Blue","1||","","","1||","","","",""
"FELICITY-104","felicity-104","1551","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Obsidian</li>
 	<li><strong>Other materials:</strong> Brass, Silk tassel</li>
 	<li><strong>Chain:</strong> Black and gold Iron</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 45cm</li>
</ul>","","publish","0","2020-02-03 22:33:38","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/FELICITY-104c-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-104d.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-104b.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-104a.jpg","","simple","","Collections > Felicity|All Products|All Products > Necklaces","","","Black|Olive","","","","","","","Black|Olive","2||","","","2||","","","",""
"GLEE-102","glee-100","1555","<ul>
 	<li><strong>Semi-precious Stones:</strong> Goldstone</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Gunmetal Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 20cm</li>
</ul>","","publish","0","2020-02-03 22:45:30","1","closed","","no","no","1","70","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GLEE-102b.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-102c.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-102a.jpg","","simple","","Collections > Glee|All Products|All Products > Necklaces","","","Dark Blue","","","","","","","Dark Blue","2||","","","2||","","","",""
"EUPHORIA-105","euphoria-105","1561","<ul>
 	<li><strong>Semi-precious Stones:</strong> Jade, Hematite, Lava</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 30cm</li>
</ul>","","publish","0","2020-02-03 23:08:34","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-105a.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-105d.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-105c.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-105b.jpg","","simple","","Collections > Euphoria|All Products|All Products > Necklaces","","","Black|Gray|White","","","","","","","Black|Gray|White","2||","","","2||","","","",""
"EUPHORIA-104","euphoria-104","1568","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite</li>
 	<li><strong>Chain:</strong> Gunmetal Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 42cm</li>
</ul>","","publish","0","2020-02-03 23:24:06","1","closed","","no","no","1","80","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-104a.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-104b.jpg","","simple","","Collections > Euphoria|All Products|All Products > Necklaces","","","Black|Gray","","","","","","","Black|Gray","2||","","","2||","","","",""
"EUPHORIA-107","euphoria-107","1706","<ul>
 	<li><strong>Semi-precious Stones:</strong> Clear Quartz</li>
 	<li><strong>Other materials:</strong> Glass, Brass, Silk tassels</li>
 	<li><strong>Chain:</strong> Black Iron</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 45cm</li>
</ul>","","publish","0","2020-02-05 11:52:22","1","closed","","no","no","1","65","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-107b.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-107d.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-107c.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-107a.jpg","","simple","","Collections > Euphoria|All Products|All Products > Necklaces","","","Black|White","","","","","","","Black|White","2||","","","2||","","","",""
"FELICITY-102","felicity-102","1724","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Black Onyx, Dalmatian Jasper, Jade</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Black and gold Iron</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 45cm</li>
</ul>","","publish","0","2020-02-06 09:49:02","1","closed","","no","no","1","90","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/FELICITY-102c.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-102d.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-102a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-102b.jpg","","simple","","Collections > Felicity|All Products|All Products > Necklaces","","","Black|Dalmatian|Olive","","","","","","","Black|Dalmatian|Olive","2||","","","2||","","","",""
"FELICITY-101","felicity-101","1732","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Black Onyx, Kambaba Jasper</li>
 	<li><strong>Other materials:</strong> Wood</li>
 	<li><strong>Chain:</strong> Diamond-cut black and gold Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 45cm</li>
</ul>","","publish","0","2020-02-06 12:18:18","1","closed","","no","no","1","90","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/FELICITY-101b.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-101d.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-101a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-101c.jpg","","simple","","Collections > Felicity|All Products|All Products > Necklaces","","","Black|Green","","","","","","","Black|Green","2||","","","2||","","","",""
"FELICITY-100","felicity-100","1735","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Turquoise, Jade</li>
 	<li><strong>Chain:</strong> Gold-plated Aluminum</li>
 	<li><strong>Extension chain:</strong> 13cm, Gold-plated Aluminum</li>
 	<li><strong>Clasp:</strong> 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 42cm</li>
</ul>","","publish","0","2020-02-06 12:49:52","1","closed","","no","no","1","95","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/FELICITY-100a.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-100d.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-100b.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-100c.jpg","","simple","","Collections > Felicity|All Products|All Products > Necklaces","","","Beige|Olive","","","","","","","Beige|Olive","1||","","","1||","","","",""
"GRACE-102","grace-102","1745","<ul>
 	<li><strong>Semi-precious Stones:</strong> Jasper, Hematite</li>
 	<li><strong>Other materials:</strong> Brass, Silk tassels</li>
 	<li><strong>Chain:</strong> Nude Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 40cm</li>
</ul>","","publish","0","2020-02-06 13:20:30","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GRACE-102c-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-102d.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-102b.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-102a.jpg","","simple","","Collections > Grace|All Products|All Products > Necklaces","","","Gray|Pink","","","","","","","Gray|Pink","2||","","","2||","","Hematite|Jasper","2|0|0",""
"BLISS-104","bliss-104","1748","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Dalmatian Agate, Turquoise</li>
 	<li><strong>Other materials:</strong> Glass, Brass, Silk Tassel</li>
 	<li><strong>Chain:</strong> Diamond-cut black and gold Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 47cm</li>
</ul>","","publish","0","2020-02-07 09:30:04","1","closed","","no","no","1","70","","","","","","","","instock","notify","yes","none","750|756|568|812|2708","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/BLISS-104c-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-104d.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-104b.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-104a-scaled.jpg","","simple","","Collections > Bliss|All Products|All Products > Necklaces","","","Black|Dalmatian|Turquoise","","","","","","","Black|Dalmatian|Turquoise","2||","","","2||","","Agate|Hematite|Turquoise","2|1|0",""
"GRACE-101","grace-101","1755","<ul>
 	<li><strong>Semi-precious Stones:</strong> Rose Quartz, iridescent Labradorite, Hematite</li>
 	<li><strong>Other materials:</strong> Brass, Polymer Clay, Silk tassels</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 40cm</li>
</ul>","","publish","0","2020-02-06 15:32:33","1","closed","","no","no","1","95","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GRACE-101b-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-101d.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-101a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-101c.jpg","","simple","","Collections > Grace|All Products|All Products > Necklaces","","","Beige|Gray|Pink","","","","","","","Beige|Gray|Pink","2||","","","2||","","Hematite|Labradorite|Rose Quartz","2|0|0",""
"GRACE-103","grace-103","1758","<ul>
 	<li><strong>Semi-precious Stones:</strong> Mother of Pearl</li>
 	<li><strong>Other materials:</strong> Brass, Silk tassels</li>
 	<li><strong>Chain:</strong> Black and gold Iron</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 40cm</li>
</ul>","","publish","0","2020-02-06 15:49:53","1","closed","","no","no","1","70","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GRACE-103a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-103d.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-103c-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-103b-scaled.jpg","","simple","","Collections > Grace|All Products|All Products > Necklaces","","","Pink|Ultramarine","","","","","","","Pink|Ultramarine","2||","","","2||","","Mother of pearl","2|0|0",""
"LAVISH-102","lavish-102","1765","<ul>
 	<li><strong>Semi-precious Stones:</strong> Jasper, Mother of Pearl</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 32cm</li>
</ul>","","publish","0","2020-02-06 16:59:11","1","closed","","no","no","1","130","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-102a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-102c.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-102b-scaled.jpg","","simple","featured","Lavish by Precious Joy","","","Brown|Gray|Olive|Ultramarine","","","","","","","Brown|Gray|Olive|Ultramarine","2||","","","2||","","Jasper|Mother of pearl","2|0|0",""
"BLISS-107","bliss-107","1773","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Howlite</li>
 	<li><strong>Other materials:</strong> Glass, Brass, Silk Tassel</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 42cm</li>
</ul>","","publish","0","2020-02-06 17:21:05","1","closed","","no","no","1","65","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/BLISS-107c.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-107d.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-107b.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-107a.jpg","","simple","","Collections > Bliss|All Products|All Products > Necklaces","","","","","","","","","","","0||","","","1||","","","",""
"BLISS-102","bliss-102","1885","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Dalmatian Agate, Howlite</li>
 	<li><strong>Other materials:</strong> Wood, Brass</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 25cm</li>
</ul>","","publish","0","2020-02-08 19:01:15","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/BLISS-102b-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-102c.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-102a-scaled.jpg","","simple","","Collections > Bliss|All Products|All Products > Necklaces","","","Black|Dalmatian|Turquoise","","","","","","","Black|Dalmatian|Turquoise","2||","","","2||","","Agate|Hematite|Howlite","2|1|0",""
"BLISS-105","bliss-105","1887","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Turquoise, Howlite</li>
 	<li><strong>Other materials:</strong> Rubber, Brass, Glass</li>
 	<li><strong>Necklace:</strong> 18K Gold-Plated Stainless-Steel Memory Wire</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 17cm</li>
</ul>","","publish","0","2020-02-08 19:13:45","1","closed","","no","no","1","70","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/BLISS-105a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-105c.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-105b-scaled.jpg","","simple","","Collections > Bliss|All Products|All Products > Necklaces","","","Black|Turquoise","","","","","","","Black|Turquoise","1||","","","1||","","","",""
"BLISS-106","bliss-106","1895","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Turquoise</li>
 	<li><strong>Other materials:</strong> Wood</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 21cm</li>
</ul>","","publish","0","2020-02-08 19:30:56","1","closed","","no","no","1","70","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/BLISS-106a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-106c.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-106b.jpg","","simple","","Collections > Bliss|All Products|All Products > Necklaces","","","Black|Turquoise","","","","","","","Black|Turquoise","1||","","","1||","","","",""
"BLISS-108","bliss-108","1979","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Howlite</li>
 	<li><strong>Chain:</strong> Black and gold Iron</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 21cm</li>
</ul>","","publish","0","2020-02-09 13:07:05","1","closed","","no","no","1","60","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/BLISS-108c-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-108d.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-108b.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-108a.jpg","","simple","","Collections > Bliss|All Products|All Products > Necklaces","","","Black|Turquoise","","","","","","","Black|Turquoise","1||","","","1||","","","",""
"LAVISH-106","lavish-106","1989","<ul>
 	<li><strong>Semi-precious Stones:</strong> Dalmatian Jasper, Hematite, Lapis Lazouli, Goldstone</li>
 	<li><strong>Other materials:</strong> Wood</li>
 	<li><strong>Chain:</strong> Blue Aluminum net</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 30cm</li>
</ul>","","publish","0","2020-02-09 13:27:34","1","closed","","no","no","1","120","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-106b.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-106d.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-106a.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-106c-scaled.jpg","","simple","featured","Lavish by Precious Joy","","","Brown|Dalmatian|Dark Blue|Ultramarine","","","","","","","Brown|Dalmatian|Dark Blue|Ultramarine","3||","","","3||","","Goldstone|Hematite|Jasper|Lapis lazouli","2|0|0",""
"FELICITY-106","felicity-106","2029","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Obsidian</li>
 	<li><strong>Other materials:</strong> Glass, Brass, Rubber</li>
 	<li><strong>Necklace:</strong> 18K Gold-Plated Stainless-Steel Memory Wire</li>
 	<li><strong>Length:</strong> 13cm</li>
</ul>","","publish","0","2020-02-09 17:44:22","1","closed","","no","no","1","45","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/FELICITY-106a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-106d.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-106c.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-106b.jpg","","simple","","Collections > Felicity|All Products|All Products > Necklaces","","","Black|Olive","","","","","","","Black|Olive","2||","","","2||","","","",""
"EUPHORIA-108","euphoria-108","2038","<ul>
 	<li><strong>Semi-precious Stones:</strong> Serpentine</li>
 	<li><strong>Chain:</strong> Gunmetal Aluminum net</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 16cm</li>
</ul>","","publish","0","2020-02-09 18:07:48","1","closed","","no","no","1","55","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-108a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-108d.jpg","","simple","","Collections > Euphoria|All Products|All Products > Necklaces","","","Black","","","","","","","Black","1||","","","1||","","","",""
"GRACE-105","grace-105","2070","<ul>
 	<li><strong>Semi-precious Stones:</strong> Jasper, Hematite</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Gunmetal Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 16cm</li>
</ul>","","publish","0","2020-02-09 21:54:41","1","closed","","no","no","1","40","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GRACE-105a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-105d.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-105b.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-105c.jpg","","simple","","Collections > Grace|All Products|All Products > Necklaces","","","Pink","","","","","","","Pink","3||","","","3||","","Hematite|Jasper","2|0|0",""
"GRACE-104","grace-104","2072","<ul>
 	<li><strong>Semi-precious Stones:</strong> Rhodonite</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Gunmetal Aluminum net</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 8cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 16cm</li>
</ul>","","publish","0","2020-02-09 21:54:57","1","closed","","no","no","1","50","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GRACE-104a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-104d.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-104c.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-104b.jpg","","simple","","Collections > Grace|All Products|All Products > Necklaces","","","Pink","","","","","","","Pink","2||","","","2||","","Rhodonite","2|0|0",""
"GLEE-100","glee-106","2090","<ul>
 	<li><strong>Semi-precious Stones:</strong> Goldstone, Dalmatian Jasper, Hematite</li>
 	<li><strong>Other materials:</strong> Wood</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 20cm</li>
</ul>","","publish","0","2020-02-10 11:35:41","1","closed","","no","no","1","95","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GLEE-100b-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-100c.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-100a-scaled.jpg","","simple","","Collections > Glee|All Products|All Products > Necklaces","","","Brown|Dalmatian|Dark Blue","","","","","","","Brown|Dalmatian|Dark Blue","1||","","","1||","","","",""
"DELIGHT-107","delight-107","2143","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Malachite</li>
 	<li><strong>Other materials:</strong> Wood, Brass, Stainless Steel</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 25cm</li>
</ul>","","publish","0","2020-02-10 20:02:58","1","closed","","no","no","1","60","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/DELIGHT-107b-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-107c.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-107a.jpg","","simple","","Collections > Delight|All Products|All Products > Necklaces","","","Black|Green","","","","","","","Black|Green","2||","","","2||","","","",""
"DELIGHT-102","delight-102","2153","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite</li>
 	<li><strong>Other materials:</strong> Acrylic</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 26cm</li>
</ul>","","publish","0","2020-02-10 21:03:14","1","closed","","no","no","1","80","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/DELIGHT-102b.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-102d.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-102a.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-102c-scaled.jpg","","simple","","Collections > Delight|All Products|All Products > Necklaces","","","Gray|Green|Turquoise","","","","","","","Gray|Green|Turquoise","2||","","","2||","","","",""
